tweet_id,text,sentiment,likes,retweets
1004450,@USER6449 OKAY I GUESS NORMAL FAIR #JUSTGOT,Neutral,22,36
1004451,REALLY IMPRESSED AMAZING JOY THRILLED #SUCCESS #WINNING,Positive,75,21
1004452,VIA @USER6748 TOTALLY USELESS FRUSTRATING WORST HATE #NEVERAGAIN #FRUSTRATED,Negative,46,14
1004453,@user1926 five stars incredible #bestday #love,Positive,50,14
1004454,NEITHER GOOD NOR BAD ACCEPTABLE REASONABLE,Neutral,40,64
1004455,worst product ever nightmare garbage #avoid,Negative,65,22
1004456,super helpful thrilled #happy 😊😍🙌,Positive,102,3
1004457,RT @user8737 some features work some don't,Neutral,4,9
1004458,via @user3313 extremely poor quality dreadful horrible #rant #avoid 😠😤💔,Negative,36,26
1004459,RT do not recommend bad frustrating #avoid,Negative,29,12
1004460,via @user5899 customer service is awful ruined disappointed terrible,Negative,37,0
1004461,do not recommend hate dreadful ruined #avoid,Negative,47,26
1004462,via constant crashes hate disappointed,Negative,8,13
1004463,via do not recommend dreadful trash failed #neveragain,Negative,45,2
1004464,via so far so good I think fair normal,Neutral,6,58
1004465,never buying again bad,Negative,25,3
1004466,RT @USER9139 RESULTS MAY VARY MEDIOCRE,Neutral,9,16
1004467,so happy today incredible thrilled #bestday #winning 😊😍🙌,Positive,47,15
1004468,RT @user1614 great customer support superb love awesome #positive!!!,Positive,4,33
1004469,via incredible service amazing great wonderful #positive,Positive,24,5
1004470,via great customer support grateful #amazing,Positive,31,7
1004471,RT refund requested waste angry frustrating,Negative,99,39
1004472,RT @user2296 pathetic excuse worst nightmare #neveragain #frustrated,Negative,18,29
1004473,@user8067 worst product ever hate failed #avoid #scam,Negative,76,40
1004474,RT totally recommend fantastic #success #grateful 😊😍🙌,Positive,14,12
1004475,@USER9689 STANDARD SHIPPING ARRIVED #FYI,Neutral,16,26
1004476,beyond expectations beautiful amazing superb 😊😍🙌,Positive,0,12
1004477,RT FEELING BLESSED HAPPY WONDERFUL!!!,Positive,20,5
1004478,so satisfying awesome #blessed #love,Positive,51,28
1004479,@user5453 comparing different options acceptable usual #fyi 🤔😐,Neutral,46,28
1004480,feeling blessed wonderful blessed #blessed,Positive,15,10
1004481,haven't tried it yet ordinary #feedback,Neutral,29,0
1004482,great customer support happy wonderful superb,Positive,40,16
1004483,super helpful awesome,Positive,44,19
1004484,via @user6716 constant crashes worst pathetic,Negative,42,1
1004485,constant crashes garbage pathetic #broken,Negative,6,13
1004486,via @user1682 so angry right now horrible angry trash #neveragain,Negative,16,1
1004487,RT waited for hours worst hate horrible!!!,Negative,28,12
1004488,RT @user2216 results may vary typical #thoughts,Neutral,19,19
1004489,RT totally recommend fantastic joy #success 😊😍🙌,Positive,51,6
1004490,RT great customer support love #positive #winning 😊😍🙌,Positive,70,15
1004491,RT so satisfying brilliant #bestday 😊😍🙌,Positive,50,12
1004492,via constant crashes failed #scam,Negative,0,17
1004493,RT so happy today perfect positive happy,Positive,23,42
1004494,VIA UNACCEPTABLE BEHAVIOR BROKEN WASTE HORRIBLE #BROKEN 😠😤💔,Negative,85,13
1004495,@user8878 so excited positive perfect delighted #blessed #positive,Positive,14,3
1004496,broken on arrival horrible angry ruined #disappointed #scam,Negative,20,9
1004497,refund requested pathetic dreadful 😠😤💔!!!,Negative,17,10
1004498,via absolutely love this wonderful incredible,Positive,9,57
1004499,via fantastic product perfect joy superb,Positive,5,40
1004500,@user5613 unacceptable behavior dreadful terrible,Negative,122,11
1004501,via false advertising horrible pathetic bad,Negative,64,8
1004502,feeling great superb awesome blessed #love,Positive,49,6
1004503,so happy today wonderful brilliant beautiful 😊😍🙌,Positive,17,12
1004504,via met basic expectations normal,Neutral,34,12
1004505,via @user3878 typical product reasonable,Neutral,16,6
1004506,RT complete waste worst awful #avoid #rant,Negative,4,0
1004507,made my day brilliant awesome,Positive,14,1
1004508,via @user8809 absolutely love this delighted blessed amazing #happy,Positive,5,25
1004509,deeply unhappy pathetic disappointed #broken,Negative,1,16
1004510,RT so angry right now angry frustrating disgusting #disappointed,Negative,15,30
1004511,avoid at all costs disgusting angry horrible #angry!!!,Negative,33,5
1004512,feels like a scam garbage,Negative,36,7
1004513,RT @user6888 fantastic product joy #amazing 😊😍🙌,Positive,41,1
1004514,via loving every moment superb #grateful #blessed,Positive,290,8
1004515,via @user9051 made my day love great 😊😍🙌!!!,Positive,21,18
1004516,wondering if it works decent adequate 🤔😐,Neutral,22,26
1004517,wondering if it works general #opinion,Neutral,30,19
1004518,@user5214 worst product ever bad worst #disappointed,Negative,5,28
1004519,RT INCREDIBLE SERVICE BLESSED CHEERFUL FANTASTIC #LOVE!!!,Positive,66,3
1004520,VIA @USER4868 SO SATISFYING BLESSED #BESTDAY #GRATEFUL 😊😍🙌,Positive,7,5
1004521,@user9409 it does what it says normal...,Neutral,186,4
1004522,RT @user9130 pure joy superb joy fantastic #love,Positive,30,0
1004523,via worst product ever broken disgusting #avoid #fail,Negative,25,12
1004524,VIA REALLY IMPRESSED EXCELLENT #AMAZING,Positive,153,10
1004525,VIA WHAT A DISASTER NIGHTMARE #NEVERAGAIN,Negative,85,11
1004526,CAN'T BELIEVE HOW GOOD INCREDIBLE BLESSED FANTASTIC #HAPPY 😊😍🙌,Positive,2,5
1004527,@user5233 waited for hours bad garbage #fail,Negative,42,45
1004528,@user7015 incredible service great amazing #joy #blessed,Positive,97,3
1004529,VIA @USER7762 STILL BROKEN FAILED #ANGRY,Negative,12,3
1004530,via highly recommend brilliant #grateful #winning,Positive,127,28
1004531,so far so good I think general #opinion 🤔😐,Neutral,74,7
1004532,via great customer support perfect excellent #grateful #success 😊😍🙌,Positive,35,9
1004533,@user9035 still broken dreadful disappointed pathetic,Negative,14,10
1004534,RT @user2169 this is wonderful love,Positive,1,2
1004535,RT @user9377 made my day wonderful brilliant #grateful #love,Positive,108,20
1004536,results may vary reasonable #fyi,Neutral,27,10
1004537,RT @user4150 really frustrated disgusting failed dreadful #terrible,Negative,23,20
1004538,via @user4206 nothing special really,Neutral,76,21
1004539,@user2671 great customer support incredible #joy #love,Positive,64,3
1004540,RT perfect in every way love #happy #blessed 😊😍🙌,Positive,20,9
1004541,@USER6953 SOME FEATURES WORK SOME DON'T 🤔😐,Neutral,20,21
1004542,can't believe how good joy fantastic brilliant,Positive,19,2
1004543,RT @user6233 highly recommend joy fantastic #love,Positive,25,58
1004544,worst product ever disappointed horrible #avoid #broken!!!,Negative,12,14
1004545,RT @user9793 really impressed awesome #amazing #blessed 😊😍🙌,Positive,28,1
1004546,VIA LOVING EVERY MOMENT BRILLIANT PERFECT #GRATEFUL 😊😍🙌,Positive,33,18
1004547,via meh honestly moderate standard,Neutral,35,30
1004548,via @user8688 extremely poor quality failed #scam,Negative,17,1
1004549,VIA @USER4812 TERRIBLE EXPERIENCE BROKEN #AVOID,Negative,137,7
1004550,via feels like a scam dreadful awful failed,Negative,42,23
1004551,WILL UPDATE LATER BASIC GENERAL,Neutral,19,18
1004552,via @user4841 could go either way general common #feedback 🤔😐,Neutral,7,5
1004553,via @user9100 terrible experience disgusting #disappointed,Negative,7,25
1004554,via @user3716 perfect in every way delighted 😊😍🙌,Positive,12,18
1004555,via really impressed amazing superb incredible #positive,Positive,143,11
1004556,RT meh honestly moderate 🤔😐,Neutral,38,9
1004557,via @user7595 incredible service great blessed #joy #grateful,Positive,19,9
1004558,via standard shipping arrived,Neutral,46,64
1004559,customer service is awful disgusting #scam,Negative,138,29
1004560,via exceeded my expectations positive superb #success #winning,Positive,109,9
1004561,RT wondering if it works general #opinion,Neutral,53,33
1004562,FEELING BLESSED HAPPY INCREDIBLE,Positive,24,48
1004563,extremely poor quality frustrating,Negative,26,13
1004564,via avoid at all costs disappointed!!!,Negative,61,45
1004565,via super helpful great #winning #grateful,Positive,14,20
1004566,RT @user7749 pathetic excuse pathetic #disappointed 😠😤💔,Negative,36,4
1004567,VIA @USER7518 TOP NOTCH QUALITY BEAUTIFUL #LOVE #GRATEFUL,Positive,74,12
1004568,RT extremely poor quality garbage #terrible,Negative,54,5
1004569,via five stars cheerful perfect #love #success,Positive,32,14
1004570,via feeling blessed excellent,Positive,25,3
1004571,PERFECT IN EVERY WAY POSITIVE 😊😍🙌,Positive,163,10
1004572,@USER2268 COULDN'T BE WORSE HATE PATHETIC USELESS #DISAPPOINTED,Negative,66,7
1004573,RT feeling great happy fantastic #amazing #winning!!!,Positive,21,7
1004574,via @user7025 perfect in every way joy delighted thrilled #positive 😊😍🙌,Positive,26,11
1004575,RT @user1121 loving every moment perfect,Positive,39,10
1004576,RT totally useless pathetic frustrating garbage #disappointed,Negative,7,10
1004577,@user9837 so far so good I think sufficient,Neutral,9,2
1004578,RT @user1480 feels like a scam pathetic broken awful #terrible,Negative,134,13
1004579,via life is beautiful beautiful awesome joy 😊😍🙌,Positive,53,7
1004580,via @user4207 totally useless trash awful,Negative,119,15
1004581,RT highly recommend cheerful #love #winning,Positive,73,6
1004582,@user7657 nothing special really typical reasonable,Neutral,160,25
1004583,SO ANGRY RIGHT NOW USELESS FAILED BAD,Negative,96,2
1004584,totally worth it great fantastic 😊😍🙌,Positive,15,5
1004585,VIA AMAZING EXPERIENCE GRATEFUL DELIGHTED #WINNING #HAPPY,Positive,15,29
1004586,via @user1270 totally recommend brilliant #grateful #blessed 😊😍🙌,Positive,1,1
1004587,via totally recommend brilliant incredible #love 😊😍🙌,Positive,16,3
1004588,via grateful for everything perfect blessed brilliant #success,Positive,13,23
1004589,pure joy blessed superb thrilled #love #bestday 😊😍🙌,Positive,41,0
1004590,RT waited for hours broken,Negative,28,7
1004591,RT extremely poor quality horrible #fail,Negative,6,16
1004592,awesome vibes great blessed #grateful #blessed,Positive,60,19
1004593,@user6345 wondering if it works average 🤔😐...,Neutral,65,0
1004594,VIA TOTALLY WORTH IT EXCELLENT AMAZING CHEERFUL #JOY,Positive,153,25
1004595,avoid at all costs worst awful #scam #angry,Negative,117,0
1004596,via such a letdown terrible waste ruined #fail,Negative,135,24
1004597,RT @user3249 medium quality overall adequate 🤔😐,Neutral,90,1
1004598,NEVER BUYING AGAIN RUINED #SCAM #FRUSTRATED,Negative,67,48
1004599,RT @user4353 any thoughts on this #justgot,Neutral,56,12
1004600,@user4950 so excited positive wonderful great,Positive,145,8
1004601,RT results may vary adequate mediocre #fyi,Neutral,45,9
1004602,feeling blessed joy #happy 😊😍🙌,Positive,135,1
1004603,@user9339 outstanding performance perfect awesome #grateful,Positive,34,17
1004604,RT @user5894 perfect in every way fantastic love #positive,Positive,78,13
1004605,MADE MY DAY DELIGHTED FANTASTIC HAPPY 😊😍🙌!!!,Positive,119,42
1004606,@user5744 it does what it says,Neutral,3,7
1004607,RT @user6531 exceeded my expectations delighted #bestday #winning,Positive,1,5
1004608,RT it does what it says usual average #feedback 🤔😐,Neutral,38,36
1004609,reading the manual midrange okay,Neutral,93,2
1004610,RT @user1953 complete waste awful worst #neveragain #avoid,Negative,4,13
1004611,RT @user2700 seems fine for now #thoughts 🤔😐,Neutral,37,4
1004612,RT absolute garbage angry awful 😠😤💔,Negative,114,39
1004613,via nothing special really ordinary normal #justgot,Neutral,25,33
1004614,RT OUTSTANDING PERFORMANCE JOY PERFECT #POSITIVE,Positive,24,20
1004615,RT waited for hours pathetic ruined #broken!!!,Negative,32,1
1004616,perfect in every way happy,Positive,131,9
1004617,RT what a disaster disappointed horrible nightmare #scam #rant 😠😤💔,Negative,66,6
1004618,tried the new update,Neutral,0,1
1004619,via incredible service excellent cheerful love,Positive,34,17
1004620,VIA FANTASTIC PRODUCT JOY GREAT #SUCCESS 😊😍🙌,Positive,20,17
1004621,highly recommend cheerful positive #grateful #success,Positive,59,18
1004622,via seems fine for now moderate midrange,Neutral,33,36
1004623,RT best day ever grateful #winning 😊😍🙌,Positive,33,8
1004624,@user5883 wondering if it works 🤔😐,Neutral,11,5
1004625,via what a disaster angry #neveragain #fail,Negative,2,15
1004626,via awesome vibes fantastic perfect #bestday #winning 😊😍🙌!!!,Positive,14,5
1004627,RT @USER1118 CHECKING THE REVIEWS REASONABLE ACCEPTABLE 🤔😐,Neutral,73,5
1004628,@user1431 haven't tried it yet,Neutral,13,2
1004629,pure joy superb #blessed #bestday,Positive,74,2
1004630,RT false advertising waste disgusting hate #rant #broken,Negative,30,10
1004631,via made my day positive #joy,Positive,58,15
1004632,via tried the new update decent #justgot 🤔😐,Neutral,83,0
1004633,RT will update later moderate #justgot,Neutral,17,4
1004634,RT BROKEN ON ARRIVAL ANGRY HORRIBLE TRASH #ANGRY #NEVERAGAIN,Negative,7,5
1004635,via @user9938 incredible service cheerful superb,Positive,18,11
1004636,via @user6999 nothing works ruined frustrating #fail #terrible 😠😤💔,Negative,54,7
1004637,@user8018 highly recommend perfect superb #bestday,Positive,63,6
1004638,RT @USER9096 FANTASTIC PRODUCT AWESOME GREAT,Positive,17,11
1004639,via waited for hours ruined nightmare,Negative,1,1
1004640,RT @USER7898 COULD GO EITHER WAY TYPICAL #OPINION 🤔😐,Neutral,27,42
1004641,great customer support brilliant #joy 😊😍🙌,Positive,63,1
1004642,via @user3376 best day ever incredible cheerful brilliant,Positive,93,19
1004643,DEEPLY UNHAPPY FAILED BROKEN DISGUSTING,Negative,47,25
1004644,RT @user7887 feeling blessed brilliant love beautiful #happy,Positive,25,3
1004645,via perfect in every way beautiful love awesome #happy 😊😍🙌,Positive,35,11
1004646,RT extremely poor quality terrible dreadful #scam #fail!!!,Negative,38,12
1004647,incredible service superb #blessed #joy,Positive,148,34
1004648,via @user4176 still broken broken worst disgusting #frustrated,Negative,104,24
1004649,RT unacceptable behavior garbage #broken #scam,Negative,143,1
1004650,so satisfying excellent superb awesome #grateful,Positive,15,10
1004651,via @user3684 checking the reviews ordinary normal,Neutral,93,10
1004652,via @user8044 do not recommend waste #scam,Negative,68,2
1004653,checking the reviews midrange basic #info,Neutral,14,19
1004654,could go either way normal general,Neutral,9,6
1004655,RT @user9813 life is beautiful love,Positive,15,6
1004656,RT @user3898 no response at all waste #disappointed #terrible,Negative,61,6
1004657,via this is wonderful delighted excellent!!!,Positive,40,1
1004658,via @user9192 haven't tried it yet okay mediocre #opinion,Neutral,81,6
1004659,highly recommend happy #amazing #grateful,Positive,52,19
1004660,RT LOVING EVERY MOMENT HAPPY #JOY,Positive,11,32
1004661,RT totally recommend cheerful grateful superb #bestday!!!,Positive,47,8
1004662,via worst product ever failed #angry 😠😤💔,Negative,10,42
1004663,via five stars amazing happy fantastic #happy #amazing,Positive,70,3
1004664,via @user7986 terrible experience terrible #terrible,Negative,20,24
1004665,RT medium quality overall #info,Neutral,59,21
1004666,via @user3930 horrible service bad,Negative,29,18
1004667,RT terrible experience broken garbage,Negative,24,3
1004668,just received my order reasonable typical,Neutral,50,55
1004669,can't believe how good fantastic,Positive,18,9
1004670,RT @user5809 deeply unhappy frustrating worst nightmare #scam #neveragain 😠😤💔,Negative,56,11
1004671,via got the package today sufficient midrange,Neutral,92,21
1004672,via outstanding performance cheerful perfect #success #positive 😊😍🙌,Positive,3,96
1004673,VIA HIGHLY RECOMMEND FANTASTIC DELIGHTED #WINNING #GRATEFUL,Positive,69,29
1004674,RT super helpful superb #love,Positive,52,29
1004675,VIA BEST DAY EVER DELIGHTED THRILLED CHEERFUL #WINNING,Positive,5,6
1004676,RT loving every moment delighted blessed #bestday 😊😍🙌,Positive,104,3
1004677,RT absolutely love this great #positive #success,Positive,4,23
1004678,great customer support positive cheerful #bestday #success,Positive,90,2
1004679,VIA NOTHING SPECIAL REALLY OKAY USUAL #STANDARD 🤔😐,Neutral,96,17
1004680,RT @USER2407 EXCEEDED MY EXPECTATIONS PERFECT GREAT #BESTDAY #AMAZING!!!,Positive,36,26
1004681,what a disaster ruined!!!,Negative,27,3
1004682,RT meh honestly acceptable sufficient #opinion,Neutral,16,10
1004683,@user4881 false advertising trash,Negative,37,24
1004684,RT COULD GO EITHER WAY USUAL DECENT 🤔😐,Neutral,78,13
1004685,perfect in every way perfect fantastic #joy #amazing,Positive,75,3
1004686,RT so satisfying awesome superb #winning #love,Positive,2,31
1004687,RT @user2347 complete waste broken #disappointed #rant!!!,Negative,3,4
1004688,via no response at all frustrating garbage disappointed #scam,Negative,59,7
1004689,RT feeling blessed joy #blessed #winning 😊😍🙌,Positive,104,5
1004690,looks normal to me #checking,Neutral,0,5
1004691,will update later okay sufficient #checking,Neutral,43,7
1004692,via @user2753 outstanding performance perfect cheerful #amazing 😊😍🙌!!!,Positive,38,31
1004693,via amazing experience blessed superb #positive #grateful,Positive,121,4
1004694,@user1895 totally useless hate nightmare #broken 😠😤💔,Negative,31,11
1004695,via @user5384 life is beautiful perfect cheerful #joy #positive,Positive,148,98
1004696,RT SO EXCITED FANTASTIC #POSITIVE #GRATEFUL,Positive,13,19
1004697,awesome vibes beautiful 😊😍🙌!!!,Positive,23,0
1004698,exceeded my expectations perfect #blessed #love,Positive,0,9
1004699,tried the new update common,Neutral,33,0
1004700,@user1757 terrible experience garbage trash nightmare #disappointed 😠😤💔,Negative,58,5
1004701,@user3633 absolutely love this joy blessed #positive,Positive,41,5
1004702,RT life is beautiful grateful joy 😊😍🙌,Positive,9,7
1004703,via @user6824 feeling blessed wonderful grateful joy #bestday!!!,Positive,13,11
1004704,via @user3231 totally worth it grateful perfect incredible #love #joy,Positive,11,10
1004705,met basic expectations sufficient basic 🤔😐,Neutral,8,16
1004706,RT grateful for everything fantastic #success 😊😍🙌,Positive,70,1
1004707,can't believe how good excellent blessed grateful #amazing #grateful,Positive,31,1
1004708,via best day ever joy,Positive,45,4
1004709,@user5890 waiting for more information,Neutral,37,10
1004710,@user9413 five stars joy beautiful #bestday 😊😍🙌!!!,Positive,129,11
1004711,@USER8802 AWESOME VIBES BRILLIANT #POSITIVE 😊😍🙌,Positive,43,7
1004712,via outstanding performance wonderful happy,Positive,148,22
1004713,RT meh honestly 🤔😐,Neutral,16,27
1004714,via not sure about this one okay adequate,Neutral,28,26
1004715,via typical product adequate average #fyi,Neutral,86,3
1004716,wondering if it works fair ordinary,Neutral,60,5
1004717,RT awesome vibes love excellent,Positive,17,5
1004718,loving every moment love,Positive,64,3
1004719,VIA AMAZING EXPERIENCE EXCELLENT HAPPY POSITIVE #WINNING #AMAZING!!!,Positive,0,18
1004720,RT feels like a scam awful garbage,Negative,9,1
1004721,RT depends on your use case decent 🤔😐,Neutral,13,7
1004722,via fantastic product superb #positive #joy 😊😍🙌,Positive,32,0
1004723,RT pathetic excuse horrible #fail 😠😤💔,Negative,176,18
1004724,RT what a disaster hate worst,Negative,19,5
1004725,top notch quality wonderful fantastic grateful,Positive,29,14
1004726,via constant crashes disappointed pathetic angry #rant,Negative,7,3
1004727,TOP NOTCH QUALITY INCREDIBLE AWESOME #LOVE 😊😍🙌,Positive,98,4
1004728,RT just received my order normal moderate #feedback...,Neutral,23,30
1004729,RT DEEPLY UNHAPPY RUINED,Negative,54,6
1004730,customer service is awful useless dreadful trash #angry,Negative,57,0
1004731,RT fantastic product awesome #grateful,Positive,66,10
1004732,RT nothing works awful terrible #fail #frustrated,Negative,83,46
1004733,RT perfect in every way excellent grateful #joy,Positive,130,35
1004734,via loving every moment great blessed happy,Positive,35,6
1004735,so angry right now disappointed #scam #frustrated,Negative,31,17
1004736,@user9338 exceeded my expectations delighted perfect,Positive,107,3
1004737,amazing experience thrilled,Positive,125,25
1004738,RT @user7010 constant crashes hate horrible #neveragain #rant,Negative,192,31
1004739,via complete waste angry bad useless!!!,Negative,16,1
1004740,VIA SEEMS FINE FOR NOW MEDIOCRE,Neutral,5,5
1004741,RT so happy today blessed beautiful #blessed,Positive,47,24
1004742,via unacceptable behavior bad trash #scam,Negative,114,14
1004743,RT no response at all pathetic #fail #terrible,Negative,0,3
1004744,super helpful superb awesome,Positive,5,6
1004745,some features work some don't #opinion,Neutral,34,0
1004746,AWESOME VIBES PERFECT JOY,Positive,21,2
1004747,amazing experience beautiful incredible awesome #bestday #blessed,Positive,52,9
1004748,unacceptable behavior frustrating nightmare #terrible,Negative,34,8
1004749,RT @user6729 avoid at all costs disgusting disappointed nightmare #neveragain #fail,Negative,156,3
1004750,@user2587 exceeded my expectations wonderful superb #winning #grateful,Positive,36,19
1004751,RT super helpful blessed #positive #winning,Positive,40,39
1004752,VIA @USER4078 HIGHLY RECOMMEND DELIGHTED CHEERFUL!!!,Positive,23,9
1004753,VIA EXTREMELY POOR QUALITY WORST #BROKEN #DISAPPOINTED 😠😤💔,Negative,4,14
1004754,via @user6093 highly recommend thrilled,Positive,16,2
1004755,RT @USER2018 PURE JOY AMAZING GREAT CHEERFUL #POSITIVE 😊😍🙌,Positive,39,11
1004756,via so excited happy #love #blessed!!!,Positive,3,17
1004757,via so disappointed useless nightmare bad!!!,Negative,48,3
1004758,RT never buying again trash disgusting #terrible,Negative,31,19
1004759,best day ever blessed incredible positive #blessed #amazing 😊😍🙌,Positive,37,7
1004760,FANTASTIC PRODUCT DELIGHTED BLESSED THRILLED,Positive,19,14
1004761,top notch quality amazing,Positive,139,16
1004762,so excited fantastic superb wonderful #blessed,Positive,3,9
1004763,via could go either way,Neutral,110,1
1004764,great customer support beautiful excellent delighted #happy,Positive,224,44
1004765,do not recommend angry waste #avoid #scam,Negative,4,40
1004766,beyond expectations incredible thrilled!!!,Positive,22,27
1004767,couldn't be worse terrible pathetic #angry #neveragain,Negative,27,8
1004768,via will update later #info,Neutral,50,22
1004769,via @user9923 got the package today fair usual #review,Neutral,1,13
1004770,RT @USER4569 TERRIBLE EXPERIENCE FAILED DISGUSTING AWFUL #NEVERAGAIN,Negative,10,6
1004771,customer service is awful nightmare bad ruined #fail #angry,Negative,21,9
1004772,absolute garbage worst broken!!!,Negative,20,1
1004773,RT can't believe how good beautiful great love #love,Positive,7,0
1004774,via @user9944 still broken angry awful #broken #terrible,Negative,31,46
1004775,via deeply unhappy horrible #broken #angry,Negative,6,43
1004776,@user7841 grateful for everything incredible #happy,Positive,66,15
1004777,exceeded my expectations delighted excellent #happy!!!,Positive,51,26
1004778,via could go either way mediocre regular...,Neutral,5,10
1004779,via @user5387 seems fine for now standard sufficient #update,Neutral,59,13
1004780,wasted my money terrible #disappointed!!!,Negative,89,1
1004781,highly recommend joy,Positive,58,11
1004782,via @user8904 life is beautiful awesome great #winning!!!,Positive,23,6
1004783,RT okay I guess decent #opinion,Neutral,48,33
1004784,fantastic product beautiful great #grateful,Positive,34,26
1004785,RT some features work some don't #thoughts,Neutral,25,1
1004786,via @user6194 worst product ever angry frustrating 😠😤💔,Negative,3,0
1004787,via @user1322 checking the reviews decent,Neutral,23,6
1004788,VIA @USER6606 WHAT A DISASTER TRASH DREADFUL RUINED #DISAPPOINTED #NEVERAGAIN,Negative,63,20
1004789,pathetic excuse frustrating nightmare,Negative,2,3
1004790,via @user7203 loving every moment brilliant wonderful #blessed #positive,Positive,16,11
1004791,RT BROKEN ON ARRIVAL WORST FAILED HORRIBLE 😠😤💔,Negative,7,2
1004792,RT awesome vibes excellent #grateful!!!,Positive,143,24
1004793,RT CAN'T BELIEVE HOW GOOD AWESOME BEAUTIFUL EXCELLENT #HAPPY #AMAZING,Positive,9,7
1004794,via avoid at all costs disgusting useless worst,Negative,21,23
1004795,RT pure joy awesome amazing excellent #grateful #blessed!!!,Positive,35,2
1004796,RT terrible experience bad useless #disappointed #rant,Negative,67,7
1004797,VIA COMPLETE WASTE TRASH NIGHTMARE,Negative,15,7
1004798,pure joy great awesome thrilled,Positive,34,6
1004799,@USER4379 TOP NOTCH QUALITY BEAUTIFUL AWESOME,Positive,13,7
1004800,HIGHLY RECOMMEND POSITIVE DELIGHTED FANTASTIC #GRATEFUL #AMAZING,Positive,0,22
1004801,via pathetic excuse hate nightmare frustrating 😠😤💔,Negative,9,0
1004802,RT @user3106 extremely poor quality waste #frustrated #rant,Negative,53,22
1004803,VIA @USER8998 SO SATISFYING SUPERB,Positive,84,10
1004804,@user3278 typical product reasonable mediocre,Neutral,11,20
1004805,@user6577 this is wonderful positive brilliant #positive,Positive,60,4
1004806,@user5229 so satisfying thrilled positive grateful #amazing,Positive,116,1
1004807,RT @user5907 life is beautiful grateful #blessed 😊😍🙌,Positive,202,29
1004808,via @user5401 horrible service broken bad #neveragain #angry,Negative,58,41
1004809,RT super helpful beautiful #amazing #joy,Positive,64,3
1004810,PRETTY STANDARD STUFF ADEQUATE,Neutral,29,1
1004811,RT so satisfying incredible excellent #happy 😊😍🙌,Positive,24,20
1004812,via haven't tried it yet reasonable,Neutral,24,6
1004813,via @user9500 made my day beautiful fantastic #blessed,Positive,45,30
1004814,@user1771 just received my order acceptable 🤔😐,Neutral,2,7
1004815,RT such a letdown dreadful #rant #angry 😠😤💔,Negative,8,17
1004816,RT complete waste nightmare #angry!!!,Negative,5,16
1004817,RT @USER1372 WORST PRODUCT EVER BAD TRASH DISGUSTING #FRUSTRATED #FAIL,Negative,16,3
1004818,waiting for more information midrange regular #info,Neutral,137,0
1004819,RT @user3797 fantastic product grateful brilliant excellent #happy,Positive,28,0
1004820,VIA BEYOND EXPECTATIONS HAPPY LOVE 😊😍🙌,Positive,33,10
1004821,via perfect in every way positive perfect,Positive,19,2
1004822,VIA @USER6867 AVOID AT ALL COSTS NIGHTMARE BAD #FAIL #RANT 😠😤💔,Negative,23,16
1004823,such a letdown worst terrible,Negative,76,11
1004824,via grateful for everything awesome #blessed,Positive,44,3
1004825,@user1350 pathetic excuse trash useless dreadful 😠😤💔,Negative,16,2
1004826,@user8234 totally worth it grateful cheerful brilliant #winning,Positive,14,3
1004827,checking the reviews common,Neutral,36,12
1004828,so satisfying perfect thrilled great #grateful #success 😊😍🙌,Positive,144,3
1004829,RT so far so good I think,Neutral,51,25
1004830,RT @user6544 wasted my money horrible #broken #angry 😠😤💔,Negative,41,4
1004831,no response at all pathetic dreadful useless!!!,Negative,15,0
1004832,RT @user9551 complete waste disappointed #angry,Negative,18,20
1004833,via @user4363 grateful for everything awesome fantastic superb #joy,Positive,2,3
1004834,RT @user8381 got the package today #thoughts 🤔😐,Neutral,61,22
1004835,RT JUST RECEIVED MY ORDER STANDARD GENERAL,Neutral,30,17
1004836,via @user5350 horrible service frustrating useless,Negative,24,2
1004837,best day ever cheerful amazing awesome #joy #success,Positive,25,13
1004838,RT so far so good I think #feedback,Neutral,147,1
1004839,@USER4357 UNACCEPTABLE BEHAVIOR FRUSTRATING #FRUSTRATED,Negative,35,5
1004840,via so happy today happy great amazing,Positive,35,0
1004841,RT @user8710 some features work some don't,Neutral,18,25
1004842,via @user1443 incredible service love joy #happy #success!!!,Positive,40,8
1004843,RT complete waste worst #disappointed!!!,Negative,16,5
1004844,outstanding performance amazing excellent,Positive,24,27
1004845,super helpful wonderful positive brilliant #winning #blessed,Positive,170,8
1004846,via nothing special really general 🤔😐,Neutral,24,28
1004847,via feels like a scam waste ruined horrible,Negative,27,12
1004848,top notch quality joy excellent happy,Positive,13,20
1004849,RT still broken horrible garbage pathetic,Negative,37,24
1004850,complete waste dreadful #disappointed #angry,Negative,75,3
1004851,RT @user8672 extremely poor quality garbage #terrible #frustrated,Negative,62,24
1004852,via tried the new update regular #fyi 🤔😐,Neutral,21,2
1004853,typical product midrange #info 🤔😐,Neutral,0,8
1004854,IT DOES WHAT IT SAYS BASIC OKAY,Neutral,21,12
1004855,absolute garbage angry dreadful #avoid #angry,Negative,10,29
1004856,via so excited amazing delighted brilliant #happy #success,Positive,14,3
1004857,RT @user6255 it does what it says common typical...,Neutral,32,10
1004858,RT @user1956 so satisfying positive great,Positive,12,4
1004859,RT so excited happy incredible #positive #happy,Positive,9,19
1004860,RT TOTALLY WORTH IT EXCELLENT BRILLIANT #WINNING #AMAZING,Positive,73,9
1004861,via neither good nor bad #opinion,Neutral,62,19
